order_date,number_of_orders,status_of_order,monetary_value,service_name
2016-01-30,0,Other,54600,Uber_FOOD
2016-01-30,0,Other,300300,Uber_MASSAGE
2016-01-30,20,Other,373100,Uber_RIDE
2016-01-30,0,Other,18200,Uber_SHOP
2016-01-31,310,Cancelled,156874900,Uber_BOX
2016-01-31,20,Cancelled,2793700,Uber_CLEAN
2016-01-31,24610,Cancelled,431731300,Uber_FOOD
2016-01-31,20,Cancelled,3030300,Uber_GLAM
2016-01-31,1050,Cancelled,14687400,Uber_MART
2016-01-31,100,Cancelled,18909800,Uber_MASSAGE
2016-01-31,36550,Cancelled,851450600,Uber_RIDE
2016-01-31,3210,Cancelled,123008340,Uber_SEND
2016-01-31,8490,Cancelled,210199080,Uber_SHOP
2016-01-31,260,Cancelled,,Uber_TIX
2016-01-31,1070,Completed,389115090,Uber_BOX
2016-01-31,240,Completed,40096420,Uber_CLEAN
2016-01-31,86400,Completed,1434332900,Uber_FOOD
2016-01-31,90,Completed,15037750,Uber_GLAM
2016-01-31,30,Completed,546000,Uber_KILAT
2016-01-31,2410,Completed,33797400,Uber_MART
2016-01-31,520,Completed,101816260,Uber_MASSAGE
2016-01-31,209840,Completed,4422376140,Uber_RIDE
2016-01-31,18300,Completed,666143660,Uber_SEND
2016-01-31,18710,Completed,437156720,Uber_SHOP
2016-01-31,10,Completed,140140,Uber_TIX
2016-01-31,20,Failed/Timeout,330785,Uber_TIX
2016-01-31,70,No Driver Found,55066830,Uber_BOX
2016-01-31,10,No Driver Found,2056600,Uber_CLEAN
2016-01-31,70,No Driver Found,1437800,Uber_FOOD
2016-01-31,30,No Driver Found,5869500,Uber_GLAM
2016-01-31,0,No Driver Found,18200,Uber_MART
2016-01-31,30,No Driver Found,4995900,Uber_MASSAGE
2016-01-31,990,No Driver Found,23532600,Uber_RIDE
2016-01-31,150,No Driver Found,5396300,Uber_SEND
2016-01-31,10,No Driver Found,271180,Uber_SHOP
2016-01-31,10,Other,773500,Uber_CLEAN
2016-01-31,10,Other,755300,Uber_GLAM
2016-01-31,40,Other,8399300,Uber_MASSAGE
2016-01-31,0,Other,27300,Uber_RIDE
2016-01-31,0,Other,27300,Uber_SEND
2016-02-01,290,Cancelled,122328115,Uber_BOX
2016-02-01,0,Cancelled,464100,Uber_CLEAN
2016-02-01,30980,Cancelled,528901100,Uber_FOOD
2016-02-01,10,Cancelled,1219400,Uber_GLAM
2016-02-01,10,Cancelled,273000,Uber_KILAT
2016-02-01,600,Cancelled,8426600,Uber_MART
2016-02-01,70,Cancelled,14878500,Uber_MASSAGE
2016-02-01,103000,Cancelled,2185017380,Uber_RIDE
2016-02-01,9180,Cancelled,344755320,Uber_SEND
2016-02-01,9120,Cancelled,232310260,Uber_SHOP
2016-02-01,260,Cancelled,,Uber_TIX
2016-02-01,730,Completed,279306755,Uber_BOX
2016-02-01,110,Completed,19304740,Uber_CLEAN
2016-02-01,72200,Completed,1199698500,Uber_FOOD
2016-02-01,50,Completed,7863310,Uber_GLAM
2016-02-01,180,Completed,3876600,Uber_KILAT
2016-02-01,1390,Completed,19455800,Uber_MART
2016-02-01,360,Completed,67733120,Uber_MASSAGE
2016-02-01,377790,Completed,7764755180,Uber_RIDE
2016-02-01,38430,Completed,1389564540,Uber_SEND
2016-02-01,18670,Completed,456929200,Uber_SHOP
2016-02-01,10,Completed,40950,Uber_TIX
2016-02-01,60,Failed/Timeout,,Uber_TIX
2016-02-01,30,No Driver Found,17850105,Uber_BOX
2016-02-01,0,No Driver Found,456820,Uber_CLEAN
2016-02-01,3000,No Driver Found,52206700,Uber_FOOD
2016-02-01,10,No Driver Found,3230500,Uber_GLAM
2016-02-01,0,No Driver Found,27300,Uber_KILAT
2016-02-01,0,No Driver Found,54600,Uber_MART
2016-02-01,10,No Driver Found,2129400,Uber_MASSAGE
2016-02-01,97900,No Driver Found,2002327600,Uber_RIDE
2016-02-01,6300,No Driver Found,238647500,Uber_SEND
2016-02-01,440,No Driver Found,11453260,Uber_SHOP
2016-02-01,10,Other,1374100,Uber_CLEAN
2016-02-01,20,Other,282100,Uber_FOOD
2016-02-01,0,Other,546000,Uber_GLAM
2016-02-01,20,Other,3294200,Uber_MASSAGE
2016-02-01,210,Other,4040400,Uber_RIDE
2016-02-01,10,Other,280280,Uber_SEND
2016-02-01,0,Other,27300,Uber_SHOP
2016-02-02,330,Cancelled,144877005,Uber_BOX
2016-02-02,10,Cancelled,1829100,Uber_CLEAN
2016-02-02,35120,Cancelled,599371500,Uber_FOOD
2016-02-02,10,Cancelled,1701700,Uber_GLAM
2016-02-02,10,Cancelled,191100,Uber_KILAT
2016-02-02,640,Cancelled,8936200,Uber_MART
2016-02-02,60,Cancelled,9600500,Uber_MASSAGE
2016-02-02,120590,Cancelled,2512870360,Uber_RIDE
2016-02-02,11000,Cancelled,405991040,Uber_SEND
2016-02-02,9530,Cancelled,244040160,Uber_SHOP
2016-02-02,340,Cancelled,,Uber_TIX
2016-02-02,670,Completed,258597430,Uber_BOX
2016-02-02,110,Completed,16361800,Uber_CLEAN
2016-02-02,73130,Completed,1214868200,Uber_FOOD
2016-02-02,40,Completed,6906900,Uber_GLAM
2016-02-02,200,Completed,4149600,Uber_KILAT
2016-02-02,1400,Completed,19546800,Uber_MART
2016-02-02,260,Completed,48202700,Uber_MASSAGE
2016-02-02,355580,Completed,7222706400,Uber_RIDE
2016-02-02,40250,Completed,1450927660,Uber_SEND
2016-02-02,18030,Completed,447261360,Uber_SHOP
2016-02-02,80,Completed,183638,Uber_TIX
2016-02-02,100,Failed/Timeout,43862,Uber_TIX
2016-02-02,40,No Driver Found,19773390,Uber_BOX
2016-02-02,0,No Driver Found,236600,Uber_CLEAN
2016-02-02,7850,No Driver Found,135899400,Uber_FOOD
2016-02-02,20,No Driver Found,3831100,Uber_GLAM
2016-02-02,10,No Driver Found,200200,Uber_MART
2016-02-02,10,No Driver Found,919100,Uber_MASSAGE
2016-02-02,151950,No Driver Found,3126421480,Uber_RIDE
2016-02-02,12990,No Driver Found,485468620,Uber_SEND
2016-02-02,1140,No Driver Found,27835080,Uber_SHOP
2016-02-02,10,Other,2275000,Uber_CLEAN
2016-02-02,0,Other,72800,Uber_FOOD
2016-02-02,10,Other,1055600,Uber_GLAM
2016-02-02,50,Other,9955400,Uber_MASSAGE
2016-02-02,20,Other,342160,Uber_RIDE
2016-02-02,0,Other,27300,Uber_SEND
2016-02-02,0,Other,54600,Uber_SHOP
2016-02-03,300,Cancelled,114980775,Uber_BOX
2016-02-03,10,Cancelled,2411500,Uber_CLEAN
2016-02-03,23580,Cancelled,419783000,Uber_FOOD
2016-02-03,10,Cancelled,2174900,Uber_GLAM
2016-02-03,10,Cancelled,109200,Uber_KILAT
2016-02-03,920,Cancelled,12922000,Uber_MART
2016-02-03,60,Cancelled,13171340,Uber_MASSAGE
2016-02-03,68030,Cancelled,1497976480,Uber_RIDE
2016-02-03,6610,Cancelled,254441460,Uber_SEND
2016-02-03,9830,Cancelled,253127420,Uber_SHOP
2016-02-03,430,Cancelled,,Uber_TIX
2016-02-03,660,Completed,250832400,Uber_BOX
2016-02-03,130,Completed,22495200,Uber_CLEAN
2016-02-03,72900,Completed,1230611200,Uber_FOOD
2016-02-03,60,Completed,9738820,Uber_GLAM
2016-02-03,190,Completed,4067700,Uber_KILAT
2016-02-03,2170,Completed,30357600,Uber_MART
2016-02-03,300,Completed,56272580,Uber_MASSAGE
2016-02-03,412100,Completed,8433406800,Uber_RIDE
2016-02-03,43790,Completed,1585276420,Uber_SEND
2016-02-03,19710,Completed,482656720,Uber_SHOP
2016-02-03,90,Completed,72800,Uber_TIX
2016-02-03,140,Failed/Timeout,1268813,Uber_TIX
2016-02-03,40,No Driver Found,35842625,Uber_BOX
2016-02-03,150,No Driver Found,3094000,Uber_FOOD
2016-02-03,20,No Driver Found,3749200,Uber_GLAM
2016-02-03,30,No Driver Found,546000,Uber_KILAT
2016-02-03,0,No Driver Found,928200,Uber_MASSAGE
2016-02-03,46030,No Driver Found,966900480,Uber_RIDE
2016-02-03,3140,No Driver Found,115460800,Uber_SEND
2016-02-03,60,No Driver Found,1701700,Uber_SHOP
2016-02-03,0,Other,1528800,Uber_BOX
2016-02-03,30,Other,3983980,Uber_CLEAN
2016-02-03,10,Other,127400,Uber_FOOD
2016-02-03,0,Other,154700,Uber_GLAM
2016-02-03,0,Other,664300,Uber_MASSAGE
2016-02-03,50,Other,1070160,Uber_RIDE
2016-02-03,0,Other,67340,Uber_SEND
2016-02-04,330,Cancelled,155125425,Uber_BOX
2016-02-04,20,Cancelled,3594500,Uber_CLEAN
2016-02-04,21410,Cancelled,380170700,Uber_FOOD
2016-02-04,10,Cancelled,837200,Uber_GLAM
2016-02-04,20,Cancelled,354900,Uber_KILAT
2016-02-04,1040,Cancelled,14505400,Uber_MART
2016-02-04,60,Cancelled,11598860,Uber_MASSAGE
2016-02-04,60540,Cancelled,1320320820,Uber_RIDE
2016-02-04,6630,Cancelled,255739120,Uber_SEND
2016-02-04,8560,Cancelled,212188340,Uber_SHOP
2016-02-04,380,Cancelled,,Uber_TIX
2016-02-04,660,Completed,238826315,Uber_BOX
2016-02-04,100,Completed,17508400,Uber_CLEAN
2016-02-04,72450,Completed,1214385900,Uber_FOOD
2016-02-04,60,Completed,9545900,Uber_GLAM
2016-02-04,180,Completed,3849300,Uber_KILAT
2016-02-04,2200,Completed,30812600,Uber_MART
2016-02-04,360,Completed,67653040,Uber_MASSAGE
2016-02-04,412320,Completed,8350016220,Uber_RIDE
2016-02-04,45800,Completed,1662167780,Uber_SEND
2016-02-04,19070,Completed,467487020,Uber_SHOP
2016-02-04,150,Completed,194285,Uber_TIX
2016-02-04,70,Failed/Timeout,230230,Uber_TIX
2016-02-04,40,No Driver Found,24890775,Uber_BOX
2016-02-04,0,No Driver Found,345800,Uber_CLEAN
2016-02-04,90,No Driver Found,1810900,Uber_FOOD
2016-02-04,30,No Driver Found,6570200,Uber_GLAM
2016-02-04,50,No Driver Found,1037400,Uber_KILAT
2016-02-04,10,No Driver Found,1410500,Uber_MASSAGE
2016-02-04,41120,No Driver Found,842093980,Uber_RIDE
2016-02-04,4350,No Driver Found,158771340,Uber_SEND
2016-02-04,20,No Driver Found,939120,Uber_SHOP
2016-02-04,20,Other,2325960,Uber_CLEAN
2016-02-04,0,Other,27300,Uber_FOOD
2016-02-04,0,Other,21840,Uber_RIDE
2016-02-05,340,Cancelled,227981390,Uber_BOX
2016-02-05,30,Cancelled,4313400,Uber_CLEAN
2016-02-05,20230,Cancelled,354463200,Uber_FOOD
2016-02-05,10,Cancelled,1847300,Uber_GLAM
2016-02-05,20,Cancelled,409500,Uber_KILAT
2016-02-05,860,Cancelled,12030200,Uber_MART
2016-02-05,40,Cancelled,8521240,Uber_MASSAGE
2016-02-05,94780,Cancelled,2056916680,Uber_RIDE
2016-02-05,9730,Cancelled,372963500,Uber_SEND
2016-02-05,8810,Cancelled,236314260,Uber_SHOP
2016-02-05,350,Cancelled,,Uber_TIX
2016-02-05,810,Completed,323747515,Uber_BOX
2016-02-05,120,Completed,20303920,Uber_CLEAN
2016-02-05,73220,Completed,1228008600,Uber_FOOD
2016-02-05,80,Completed,14605500,Uber_GLAM
2016-02-05,180,Completed,3849300,Uber_KILAT
2016-02-05,1900,Completed,26608400,Uber_MART
2016-02-05,280,Completed,56978740,Uber_MASSAGE
2016-02-05,468570,Completed,9571554720,Uber_RIDE
2016-02-05,54760,Completed,2011851660,Uber_SEND
2016-02-05,19030,Completed,473234580,Uber_SHOP
2016-02-05,180,Completed,109610,Uber_TIX
2016-02-05,80,Failed/Timeout,745654,Uber_TIX
2016-02-05,50,No Driver Found,37276330,Uber_BOX
2016-02-05,0,No Driver Found,218400,Uber_CLEAN
2016-02-05,50,No Driver Found,964600,Uber_FOOD
2016-02-05,40,No Driver Found,7538440,Uber_GLAM
2016-02-05,10,No Driver Found,218400,Uber_KILAT
2016-02-05,0,No Driver Found,18200,Uber_MART
2016-02-05,0,No Driver Found,436800,Uber_MASSAGE
2016-02-05,34610,No Driver Found,715880620,Uber_RIDE
2016-02-05,3110,No Driver Found,110186440,Uber_SEND
2016-02-05,20,No Driver Found,586040,Uber_SHOP
2016-02-05,30,Other,5208840,Uber_CLEAN
2016-02-05,0,Other,72800,Uber_FOOD
2016-02-05,50,Other,982800,Uber_RIDE
2016-02-05,0,Other,103740,Uber_SEND
2016-02-06,400,Cancelled,195415220,Uber_BOX
2016-02-06,50,Cancelled,7622160,Uber_CLEAN
2016-02-06,18860,Cancelled,327600000,Uber_FOOD
2016-02-06,40,Cancelled,5274360,Uber_GLAM
2016-02-06,10,Cancelled,245700,Uber_KILAT
2016-02-06,840,Cancelled,11739000,Uber_MART
2016-02-06,80,Cancelled,14760200,Uber_MASSAGE
2016-02-06,44650,Cancelled,1018646720,Uber_RIDE
2016-02-06,5640,Cancelled,222578720,Uber_SEND
2016-02-06,7860,Cancelled,207916800,Uber_SHOP
2016-02-06,350,Cancelled,,Uber_TIX
2016-02-06,740,Completed,286062140,Uber_BOX
2016-02-06,240,Completed,42507920,Uber_CLEAN
2016-02-06,80990,Completed,1337154000,Uber_FOOD
2016-02-06,110,Completed,17472000,Uber_GLAM
2016-02-06,90,Completed,1911000,Uber_KILAT
2016-02-06,2120,Completed,29720600,Uber_MART
2016-02-06,480,Completed,89860680,Uber_MASSAGE
2016-02-06,288110,Completed,6021169700,Uber_RIDE
2016-02-06,39540,Completed,1456092820,Uber_SEND
2016-02-06,18730,Completed,463037120,Uber_SHOP
2016-02-06,250,Completed,415506,Uber_TIX
2016-02-06,40,Failed/Timeout,251160,Uber_TIX
2016-02-06,70,No Driver Found,57750420,Uber_BOX
2016-02-06,0,No Driver Found,618800,Uber_CLEAN
2016-02-06,80,No Driver Found,1765400,Uber_FOOD
2016-02-06,70,No Driver Found,13213200,Uber_GLAM
2016-02-06,0,No Driver Found,18200,Uber_MART
2016-02-06,10,No Driver Found,1965600,Uber_MASSAGE
2016-02-06,950,No Driver Found,23998520,Uber_RIDE
2016-02-06,220,No Driver Found,8273720,Uber_SEND
2016-02-06,20,No Driver Found,564200,Uber_SHOP
2016-02-06,40,Other,5496400,Uber_CLEAN
2016-02-06,0,Other,54600,Uber_RIDE
2016-02-07,260,Cancelled,136109155,Uber_BOX
2016-02-07,30,Cancelled,4115020,Uber_CLEAN
2016-02-07,19130,Cancelled,330093400,Uber_FOOD
2016-02-07,20,Cancelled,2457000,Uber_GLAM
2016-02-07,800,Cancelled,11138400,Uber_MART
2016-02-07,90,Cancelled,17160780,Uber_MASSAGE
2016-02-07,30940,Cancelled,712344360,Uber_RIDE
2016-02-07,3910,Cancelled,153351380,Uber_SEND
2016-02-07,7190,Cancelled,180374740,Uber_SHOP
2016-02-07,270,Cancelled,,Uber_TIX
2016-02-07,670,Completed,247287950,Uber_BOX
2016-02-07,190,Completed,32166680,Uber_CLEAN
2016-02-07,76840,Completed,1278459000,Uber_FOOD
2016-02-07,100,Completed,14742000,Uber_GLAM
2016-02-07,20,Completed,409500,Uber_KILAT
2016-02-07,2180,Completed,30521400,Uber_MART
2016-02-07,540,Completed,102749920,Uber_MASSAGE
2016-02-07,190750,Completed,4012168160,Uber_RIDE
2016-02-07,28320,Completed,1027828620,Uber_SEND
2016-02-07,16330,Completed,393671460,Uber_SHOP
2016-02-07,210,Completed,167577,Uber_TIX
2016-02-07,40,Failed/Timeout,37037,Uber_TIX
2016-02-07,40,No Driver Found,29051295,Uber_BOX
2016-02-07,10,No Driver Found,682500,Uber_CLEAN
2016-02-07,50,No Driver Found,1001000,Uber_FOOD
2016-02-07,70,No Driver Found,11653460,Uber_GLAM
2016-02-07,20,No Driver Found,2256800,Uber_MASSAGE
2016-02-07,790,No Driver Found,22568000,Uber_RIDE
2016-02-07,130,No Driver Found,4932200,Uber_SEND
2016-02-07,40,No Driver Found,1066520,Uber_SHOP
2016-02-07,50,Other,8854300,Uber_CLEAN
2016-02-08,220,Cancelled,108353700,Uber_BOX
2016-02-08,20,Cancelled,2548000,Uber_CLEAN
2016-02-08,21040,Cancelled,365146600,Uber_FOOD
2016-02-08,20,Cancelled,2912000,Uber_GLAM
2016-02-08,0,Cancelled,54600,Uber_KILAT
2016-02-08,820,Cancelled,11411400,Uber_MART
2016-02-08,110,Cancelled,20778940,Uber_MASSAGE
2016-02-08,31600,Cancelled,724430980,Uber_RIDE
2016-02-08,2620,Cancelled,98658560,Uber_SEND
2016-02-08,7190,Cancelled,176782060,Uber_SHOP
2016-02-08,250,Cancelled,,Uber_TIX
2016-02-08,510,Completed,189593495,Uber_BOX
2016-02-08,130,Completed,20853560,Uber_CLEAN
2016-02-08,78040,Completed,1293100900,Uber_FOOD
2016-02-08,100,Completed,16239860,Uber_GLAM
2016-02-08,20,Completed,518700,Uber_KILAT
2016-02-08,2270,Completed,31777200,Uber_MART
2016-02-08,560,Completed,103461540,Uber_MASSAGE
2016-02-08,166390,Completed,3546042500,Uber_RIDE
2016-02-08,17690,Completed,638954680,Uber_SEND
2016-02-08,14500,Completed,340456480,Uber_SHOP
2016-02-08,0,Completed,27300,Uber_TIX
2016-02-08,10,Failed/Timeout,213850,Uber_TIX
2016-02-08,20,No Driver Found,17163510,Uber_BOX
2016-02-08,0,No Driver Found,718900,Uber_CLEAN
2016-02-08,100,No Driver Found,2156700,Uber_FOOD
2016-02-08,10,No Driver Found,2338700,Uber_GLAM
2016-02-08,30,No Driver Found,4013100,Uber_MASSAGE
2016-02-08,1290,No Driver Found,31682560,Uber_RIDE
2016-02-08,180,No Driver Found,5731180,Uber_SEND
2016-02-08,40,No Driver Found,986440,Uber_SHOP
2016-02-08,40,Other,6539260,Uber_CLEAN
2016-02-09,270,Cancelled,125634600,Uber_BOX
2016-02-09,10,Cancelled,1537900,Uber_CLEAN
2016-02-09,18580,Cancelled,321157200,Uber_FOOD
2016-02-09,20,Cancelled,3075800,Uber_GLAM
2016-02-09,10,Cancelled,273000,Uber_KILAT
2016-02-09,690,Cancelled,9591400,Uber_MART
2016-02-09,70,Cancelled,13777400,Uber_MASSAGE
2016-02-09,80960,Cancelled,1713216960,Uber_RIDE
2016-02-09,5420,Cancelled,206071320,Uber_SEND
2016-02-09,7680,Cancelled,194650820,Uber_SHOP
2016-02-09,260,Cancelled,,Uber_TIX
2016-02-09,460,Completed,181104560,Uber_BOX
2016-02-09,130,Completed,21781760,Uber_CLEAN
2016-02-09,66890,Completed,1112220200,Uber_FOOD
2016-02-09,60,Completed,8981700,Uber_GLAM
2016-02-09,150,Completed,3221400,Uber_KILAT
2016-02-09,1960,Completed,27391000,Uber_MART
2016-02-09,340,Completed,64994020,Uber_MASSAGE
2016-02-09,374240,Completed,7659377180,Uber_RIDE
2016-02-09,34100,Completed,1239907760,Uber_SEND
2016-02-09,16340,Completed,396385080,Uber_SHOP
2016-02-09,10,Completed,26800,Uber_TIX
2016-02-09,30,Failed/Timeout,63200,Uber_TIX
2016-02-09,20,No Driver Found,12554360,Uber_BOX
2016-02-09,10,No Driver Found,1255800,Uber_CLEAN
2016-02-09,50,No Driver Found,955500,Uber_FOOD
2016-02-09,10,No Driver Found,2151240,Uber_GLAM
2016-02-09,0,No Driver Found,81900,Uber_KILAT
2016-02-09,10,No Driver Found,72800,Uber_MART
2016-02-09,10,No Driver Found,764400,Uber_MASSAGE
2016-02-09,50020,No Driver Found,1000535900,Uber_RIDE
2016-02-09,1630,No Driver Found,56250740,Uber_SEND
2016-02-09,20,No Driver Found,560560,Uber_SHOP
2016-02-09,10,Other,1122940,Uber_CLEAN
2016-02-09,0,Other,27300,Uber_FOOD
2016-02-09,0,Other,49140,Uber_RIDE
2016-02-10,240,Cancelled,106758470,Uber_BOX
2016-02-10,10,Cancelled,793520,Uber_CLEAN
2016-02-10,20580,Cancelled,362007100,Uber_FOOD
2016-02-10,10,Cancelled,1079260,Uber_GLAM
2016-02-10,10,Cancelled,245700,Uber_KILAT
2016-02-10,820,Cancelled,11538800,Uber_MART
2016-02-10,50,Cancelled,9864400,Uber_MASSAGE
2016-02-10,64450,Cancelled,1397006520,Uber_RIDE
2016-02-10,5780,Cancelled,225281420,Uber_SEND
2016-02-10,8720,Cancelled,219579360,Uber_SHOP
2016-02-10,440,Cancelled,,Uber_TIX
2016-02-10,530,Completed,201145490,Uber_BOX
2016-02-10,110,Completed,17988880,Uber_CLEAN
2016-02-10,68370,Completed,1153270300,Uber_FOOD
2016-02-10,50,Completed,8049860,Uber_GLAM
2016-02-10,220,Completed,4695600,Uber_KILAT
2016-02-10,1940,Completed,27172600,Uber_MART
2016-02-10,340,Completed,62542480,Uber_MASSAGE
2016-02-10,405780,Completed,8166083380,Uber_RIDE
2016-02-10,37640,Completed,1366476020,Uber_SEND
2016-02-10,16820,Completed,408449860,Uber_SHOP
2016-02-10,360,Completed,389116,Uber_TIX
2016-02-10,30,Failed/Timeout,91000,Uber_TIX
2016-02-10,20,No Driver Found,8954400,Uber_BOX
2016-02-10,10,No Driver Found,718900,Uber_CLEAN
2016-02-10,330,No Driver Found,6916000,Uber_FOOD
2016-02-10,20,No Driver Found,2990260,Uber_GLAM
2016-02-10,0,No Driver Found,81900,Uber_KILAT
2016-02-10,0,No Driver Found,436800,Uber_MASSAGE
2016-02-10,15800,No Driver Found,322329280,Uber_RIDE
2016-02-10,860,No Driver Found,27835080,Uber_SEND
2016-02-10,70,No Driver Found,1712620,Uber_SHOP
2016-02-10,10,Other,1992900,Uber_CLEAN
2016-02-11,300,Cancelled,136953635,Uber_BOX
2016-02-11,10,Cancelled,728000,Uber_CLEAN
2016-02-11,19780,Cancelled,347410700,Uber_FOOD
2016-02-11,10,Cancelled,1747200,Uber_GLAM
2016-02-11,10,Cancelled,191100,Uber_KILAT
2016-02-11,1020,Cancelled,14323400,Uber_MART
2016-02-11,60,Cancelled,12294100,Uber_MASSAGE
2016-02-11,75840,Cancelled,1638939120,Uber_RIDE
2016-02-11,5230,Cancelled,197948660,Uber_SEND
2016-02-11,7530,Cancelled,202740720,Uber_SHOP
2016-02-11,570,Cancelled,,Uber_TIX
2016-02-11,630,Completed,232698830,Uber_BOX
2016-02-11,90,Completed,14831180,Uber_CLEAN
2016-02-11,67120,Completed,1120665000,Uber_FOOD
2016-02-11,40,Completed,6643000,Uber_GLAM
2016-02-11,210,Completed,4368000,Uber_KILAT
2016-02-11,2110,Completed,29575000,Uber_MART
2016-02-11,360,Completed,68723200,Uber_MASSAGE
2016-02-11,400990,Completed,8123551800,Uber_RIDE
2016-02-11,38460,Completed,1389495380,Uber_SEND
2016-02-11,15710,Completed,388444420,Uber_SHOP
2016-02-11,670,Completed,369460,Uber_TIX
2016-02-11,50,Failed/Timeout,,Uber_TIX
2016-02-11,20,No Driver Found,11200280,Uber_BOX
2016-02-11,0,No Driver Found,673400,Uber_CLEAN
2016-02-11,30,No Driver Found,546000,Uber_FOOD
2016-02-11,10,No Driver Found,2821000,Uber_GLAM
2016-02-11,0,No Driver Found,54600,Uber_KILAT
2016-02-11,0,No Driver Found,18200,Uber_MART
2016-02-11,20,No Driver Found,2229500,Uber_MASSAGE
2016-02-11,26510,No Driver Found,545106380,Uber_RIDE
2016-02-11,1120,No Driver Found,39361140,Uber_SEND
2016-02-11,40,No Driver Found,1308580,Uber_SHOP
2016-02-11,10,Other,800800,Uber_CLEAN
2016-02-11,0,Other,27300,Uber_FOOD
2016-02-11,0,Other,209300,Uber_MASSAGE
2016-02-11,0,Other,49140,Uber_RIDE
2016-02-12,320,Cancelled,147883645,Uber_BOX
2016-02-12,20,Cancelled,2932020,Uber_CLEAN
2016-02-12,19080,Cancelled,331858800,Uber_FOOD
2016-02-12,20,Cancelled,4495400,Uber_GLAM
2016-02-12,10,Cancelled,218400,Uber_KILAT
2016-02-12,940,Cancelled,13213200,Uber_MART
2016-02-12,60,Cancelled,10155600,Uber_MASSAGE
2016-02-12,99170,Cancelled,2098070520,Uber_RIDE
2016-02-12,6210,Cancelled,231937160,Uber_SEND
2016-02-12,6550,Cancelled,185103100,Uber_SHOP
2016-02-12,440,Cancelled,,Uber_TIX
2016-02-12,650,Completed,271241425,Uber_BOX
2016-02-12,110,Completed,18452980,Uber_CLEAN
2016-02-12,70720,Completed,1173299400,Uber_FOOD
2016-02-12,80,Completed,14014000,Uber_GLAM
2016-02-12,200,Completed,4122300,Uber_KILAT
2016-02-12,2160,Completed,30303000,Uber_MART
2016-02-12,340,Completed,65418080,Uber_MASSAGE
2016-02-12,414340,Completed,8419370960,Uber_RIDE
2016-02-12,40020,Completed,1444135420,Uber_SEND
2016-02-12,15260,Completed,377979420,Uber_SHOP
2016-02-12,520,Completed,17063,Uber_TIX
2016-02-12,40,Failed/Timeout,51188,Uber_TIX
2016-02-12,40,No Driver Found,29817060,Uber_BOX
2016-02-12,140,No Driver Found,2666300,Uber_FOOD
2016-02-12,40,No Driver Found,5780320,Uber_GLAM
2016-02-12,10,No Driver Found,300300,Uber_KILAT
2016-02-12,0,No Driver Found,36400,Uber_MART
2016-02-12,10,No Driver Found,2129400,Uber_MASSAGE
2016-02-12,70980,No Driver Found,1453896080,Uber_RIDE
2016-02-12,3880,No Driver Found,137597460,Uber_SEND
2016-02-12,120,No Driver Found,4338880,Uber_SHOP
2016-02-12,0,Other,118300,Uber_CLEAN
2016-02-12,10,Other,154700,Uber_FOOD
2016-02-12,40,Other,740740,Uber_RIDE
2016-02-12,0,Other,85540,Uber_SEND
2016-02-12,0,Other,40040,Uber_SHOP
2016-02-13,290,Cancelled,128291345,Uber_BOX
2016-02-13,20,Cancelled,3596320,Uber_CLEAN
2016-02-13,18280,Cancelled,321366500,Uber_FOOD
2016-02-13,30,Cancelled,4531800,Uber_GLAM
2016-02-13,10,Cancelled,273000,Uber_KILAT
2016-02-13,1010,Cancelled,14177800,Uber_MART
2016-02-13,90,Cancelled,16270800,Uber_MASSAGE
2016-02-13,39840,Cancelled,894548200,Uber_RIDE
2016-02-13,3550,Cancelled,136558240,Uber_SEND
2016-02-13,5360,Cancelled,157333540,Uber_SHOP
2016-02-13,330,Cancelled,,Uber_TIX
2016-02-13,820,Completed,315785015,Uber_BOX
2016-02-13,210,Completed,34052200,Uber_CLEAN
2016-02-13,79080,Completed,1302810600,Uber_FOOD
2016-02-13,140,Completed,22882860,Uber_GLAM
2016-02-13,120,Completed,2429700,Uber_KILAT
2016-02-13,2480,Completed,34725600,Uber_MART
2016-02-13,610,Completed,113826440,Uber_MASSAGE
2016-02-13,312470,Completed,6430573240,Uber_RIDE
2016-02-13,31690,Completed,1159520180,Uber_SEND
2016-02-13,14160,Completed,358487220,Uber_SHOP
2016-02-13,270,Completed,124852,Uber_TIX
2016-02-13,50,Failed/Timeout,538356,Uber_TIX
2016-02-13,40,No Driver Found,26665730,Uber_BOX
2016-02-13,0,No Driver Found,118300,Uber_CLEAN
2016-02-13,50,No Driver Found,1064700,Uber_FOOD
2016-02-13,40,No Driver Found,6151600,Uber_GLAM
2016-02-13,10,No Driver Found,637000,Uber_MASSAGE
2016-02-13,780,No Driver Found,20023640,Uber_RIDE
2016-02-13,110,No Driver Found,3965780,Uber_SEND
2016-02-13,40,No Driver Found,1051960,Uber_SHOP
2016-02-13,10,Other,784420,Uber_CLEAN
2016-02-13,0,Other,21840,Uber_RIDE
2016-02-13,0,Other,27300,Uber_SEND
2016-02-14,290,Cancelled,146771170,Uber_BOX
2016-02-14,10,Cancelled,2056600,Uber_CLEAN
2016-02-14,19930,Cancelled,351323700,Uber_FOOD
2016-02-14,40,Cancelled,3530800,Uber_GLAM
2016-02-14,10,Cancelled,109200,Uber_KILAT
2016-02-14,1450,Cancelled,20293000,Uber_MART
2016-02-14,130,Cancelled,22540700,Uber_MASSAGE
